,FIPS,FIPS_NUM,COUNTY_NAME,STATE,UIC_NUMBER,UIC_GROUP,MEDICARE_ENROLL,POPESTIMATE,PHARMA_COUNT,ENERGY_RES,ENERGY_COM,ENERGY_IND,ENERGY_TTL,MEDICARE_RATE,RESIDENTIAL_RATE,MEDICARE_BIN,RESIDENTIAL_BIN,BIVARIATE_BIN
2129,39173,39173,Wood County,OH,2,Metro,24440,132248,11,487051.0,430984.0,797839.0,1715874.0,0.185,0.284,A,1,A1
3132,56025,56025,Natrona County,WY,2,Metro,14773,79955,9,291024.0,483072.0,682974.0,1457070.0,0.185,0.2,A,1,A1
1227,25021,25021,Norfolk County,MA,1,Metro,133982,725981,8,1865160.0,2735720.0,430514.0,5031394.0,0.185,0.371,A,2,A2
1993,38007,38007,Billings County,ND,10,Nonmetro,175,945,0,5498.0,6299.0,11803.0,23600.0,0.185,0.233,A,1,A1
2221,41027,41027,Hood River County,OR,3,Nonmetro,4439,23977,1,100718.0,51361.0,86774.0,238853.0,0.185,0.422,A,2,A2
2167,40073,40073,Kingfisher County,OK,4,Nonmetro,2816,15184,2,90402.0,57643.0,194550.0,342595.0,0.185,0.264,A,1,A1
245,08003,8003,Alamosa County,CO,11,Nonmetro,3026,16376,4,55105.0,77844.0,16290.0,149239.0,0.185,0.369,A,2,A2
2628,48211,48211,Hemphill County,TX,11,Nonmetro,626,3382,1,18044.0,38394.0,101429.0,157867.0,0.185,0.114,A,1,A1
2510,47165,47165,Sumner County,TN,1,Metro,36294,196281,18,1029946.0,622899.0,316285.0,1969130.0,0.185,0.523,A,3,A3
533,13297,13297,Walton County,GA,1,Metro,17789,96673,9,495073.0,300854.0,99742.0,895669.0,0.184,0.553,A,3,A3
547,15003,15003,Honolulu County,HI,2,Metro,187301,1016508,14,1913996.0,2213445.0,1971863.0,6099304.0,0.184,0.314,A,1,A1
2650,48255,48255,Karnes County,TX,4,Nonmetro,2706,14710,2,60867.0,59206.0,59003.0,179076.0,0.184,0.34,A,2,A2
1797,35005,35005,Chaves County,NM,8,Nonmetro,11996,65157,6,253886.0,582975.0,442098.0,1278959.0,0.184,0.199,A,1,A1
2209,41003,41003,Benton County,OR,2,Metro,17557,95184,4,322726.0,507979.0,108234.0,938939.0,0.184,0.344,A,2,A2
153,05085,5085,Lonoke County,AR,2,Metro,13596,74015,10,373369.0,177628.0,372894.0,923891.0,0.184,0.404,A,2,A2
2994,54003,54003,Berkeley County,WV,2,Metro,22469,122076,11,628150.0,562475.0,316468.0,1507093.0,0.184,0.417,A,2,A2
79,02130,2130,Ketchikan Gateway Borough,AK,8,Nonmetro,2572,13948,3,43504.0,0.0,1588.0,45092.0,0.184,0.965,A,3,A3
87,02198,2198,Prince of Wales-Hyder Census Area,AK,10,Nonmetro,1059,5753,1,10672.0,0.0,29549.0,40221.0,0.184,0.265,A,1,A1
1068,21151,21151,Madison County,KY,5,Nonmetro,17035,92701,8,467003.0,275859.0,311339.0,1054201.0,0.184,0.443,A,3,A3
879,19181,19181,Warren County,IA,2,Metro,9662,52403,6,194470.0,53868.0,41769.0,290107.0,0.184,0.67,A,3,A3
2632,48219,48219,Hockley County,TX,5,Nonmetro,3956,21537,2,96806.0,98809.0,160372.0,355987.0,0.184,0.272,A,1,A1
1130,22035,22035,East Carroll Parish,LA,11,Nonmetro,1375,7459,1,33874.0,38549.0,66294.0,138717.0,0.184,0.244,A,1,A1
1312,26163,26163,Wayne County,MI,1,Metro,330759,1793561,155,5500240.0,7015354.0,4050114.0,16565708.0,0.184,0.332,A,2,A2
845,19113,19113,Linn County,IA,2,Metro,42414,230299,28,711538.0,1059770.0,1870542.0,3641850.0,0.184,0.195,A,1,A1
2314,44007,44007,Providence County,RI,1,Metro,121323,660741,49,1550167.0,2273150.0,389392.0,4212709.0,0.184,0.368,A,2,A2
2529,48013,48013,Atascosa County,TX,1,Metro,9033,48981,4,233868.0,150935.0,64294.0,449097.0,0.184,0.521,A,3,A3
913,20051,20051,Ellis County,KS,8,Nonmetro,5323,28934,4,111308.0,155235.0,160746.0,427289.0,0.184,0.26,A,1,A1
2237,41059,41059,Umatilla County,OR,5,Nonmetro,14765,80075,3,299665.0,262348.0,163718.0,725731.0,0.184,0.413,A,2,A2
1074,21163,21163,Meade County,KY,2,Metro,5492,30003,3,144875.0,60672.0,204658.0,410205.0,0.183,0.353,A,2,A2
2232,41049,41049,Morrow County,OR,5,Nonmetro,2228,12186,2,47874.0,29593.0,125225.0,202692.0,0.183,0.236,A,1,A1
2959,53011,53011,Clark County,WA,1,Metro,92334,503311,46,2060877.0,1319320.0,2041628.0,5421825.0,0.183,0.38,A,2,A2
2949,51800,51800,Suffolk city,VA,1,Metro,17303,94324,11,510459.0,0.0,13144.0,523603.0,0.183,0.975,A,3,A3
1100,21215,21215,Spencer County,KY,1,Metro,3564,19490,1,105025.0,25298.0,9469.0,139792.0,0.183,0.751,A,3,A3
2091,39097,39097,Madison County,OH,1,Metro,8026,43824,5,191326.0,257085.0,76570.0,524981.0,0.183,0.364,A,2,A2
2679,48313,48313,Madison County,TX,6,Nonmetro,2459,13455,1,64370.0,46044.0,30197.0,140611.0,0.183,0.458,A,3,A3
2410,46099,46099,Minnehaha County,SD,2,Metro,36055,197214,14,683514.0,973161.0,181396.0,1838071.0,0.183,0.372,A,2,A2
1787,34027,34027,Morris County,NJ,1,Metro,93152,509285,31,1679829.0,2985831.0,264416.0,4930076.0,0.183,0.341,A,2,A2
2706,48367,48367,Parker County,TX,1,Metro,27076,148222,15,693903.0,433022.0,407028.0,1533953.0,0.183,0.452,A,3,A3
1870,36085,36085,Richmond County,NY,1,Metro,90522,495747,19,1183232.0,559445.0,78712.0,1821389.0,0.183,0.65,A,3,A3
2258,42029,42029,Chester County,PA,1,Metro,97480,534413,33,2228174.0,1037172.0,1280719.0,4546065.0,0.182,0.49,A,3,A3
584,16067,16067,Minidoka County,ID,8,Nonmetro,3929,21613,2,105877.0,77418.0,154035.0,337330.0,0.182,0.314,A,1,A1
507,13245,13245,Richmond County,GA,2,Metro,37538,206607,16,954688.0,1314024.0,1024020.0,3292732.0,0.182,0.29,A,1,A1
1992,38005,38005,Benson County,ND,12,Nonmetro,1088,5964,0,38801.0,35784.0,36528.0,111113.0,0.182,0.349,A,2,A2
279,08069,8069,Larimer County,CO,2,Metro,65228,359066,41,978912.0,1251606.0,532940.0,2763458.0,0.182,0.354,A,2,A2
2522,47189,47189,Wilson County,TN,1,Metro,26898,147737,15,787927.0,783947.0,172556.0,1744430.0,0.182,0.452,A,3,A3
241,06111,6111,Ventura County,CA,2,Metro,153993,843843,26,1756132.0,1926500.0,1244879.0,4927511.0,0.182,0.356,A,2,A2
2002,38025,38025,Dunn County,ND,10,Nonmetro,746,4095,0,21868.0,195917.0,59534.0,277319.0,0.182,0.079,A,1,A1
2523,48001,48001,Anderson County,TX,8,Nonmetro,10520,57922,4,254061.0,202683.0,99768.0,556512.0,0.182,0.457,A,3,A3
2172,40083,40083,Logan County,OK,1,Metro,8950,49555,4,224950.0,137382.0,69308.0,431640.0,0.181,0.521,A,3,A3
2849,51061,51061,Fauquier County,VA,1,Metro,13204,72972,8,381702.0,408699.0,45104.0,835505.0,0.181,0.457,A,3,A3
567,16033,16033,Clark County,ID,12,Nonmetro,143,790,0,3162.0,846.0,8883.0,12891.0,0.181,0.245,A,1,A1
1963,37147,37147,Pitt County,NC,2,Metro,30826,170243,20,1124018.0,875333.0,755309.0,2754660.0,0.181,0.408,A,2,A2
2809,50007,50007,Chittenden County,VT,2,Metro,30495,168323,21,393157.0,642240.0,688698.0,1724095.0,0.181,0.228,A,1,A1
464,13157,13157,Jackson County,GA,3,Nonmetro,13738,75907,10,318404.0,754354.0,435141.0,1507899.0,0.181,0.211,A,1,A1
408,13045,13045,Carroll County,GA,1,Metro,21560,119148,11,563255.0,348657.0,689527.0,1601439.0,0.181,0.352,A,2,A2
1165,22105,22105,Tangipahoa Parish,LA,2,Metro,24089,133157,28,742587.0,708157.0,231216.0,1681960.0,0.181,0.442,A,3,A3
2407,46093,46093,Meade County,SD,2,Metro,5411,29852,1,106951.0,84646.0,24893.0,216490.0,0.181,0.494,A,3,A3
1810,35028,35028,Los Alamos County,NM,5,Nonmetro,3520,19419,3,50455.0,63717.0,1063.0,115235.0,0.181,0.438,A,2,A2
2696,48347,48347,Nacogdoches County,TX,8,Nonmetro,11707,64653,5,319133.0,229695.0,285903.0,834731.0,0.181,0.382,A,2,A2
2914,51199,51199,York County,VA,1,Metro,12613,70045,9,317668.0,527259.0,3052.0,847979.0,0.18,0.375,A,2,A2
352,12067,12067,Lafayette County,FL,12,Nonmetro,1481,8226,0,33883.0,8021.0,14654.0,56558.0,0.18,0.599,A,3,A3
589,16077,16077,Power County,ID,6,Nonmetro,1419,7878,1,30555.0,21052.0,105274.0,156881.0,0.18,0.195,A,1,A1
1149,22073,22073,Ouachita Parish,LA,2,Metro,28835,160368,24,864810.0,1582803.0,977995.0,3425608.0,0.18,0.252,A,1,A1
1610,30025,30025,Fallon County,MT,12,Nonmetro,550,3049,0,10947.0,20902.0,47086.0,78935.0,0.18,0.139,A,1,A1
2747,48449,48449,Titus County,TX,8,Nonmetro,5613,31247,3,165288.0,183333.0,282634.0,631255.0,0.18,0.262,A,1,A1
2767,48489,48489,Willacy County,TX,5,Nonmetro,3629,20164,0,90556.0,66896.0,25550.0,183002.0,0.18,0.495,A,3,A3
198,06025,6025,Imperial County,CA,2,Metro,32269,179702,6,578179.0,570502.0,202032.0,1350713.0,0.18,0.428,A,2,A2
2684,48323,48323,Maverick County,TX,8,Nonmetro,10392,57887,4,228323.0,189844.0,29356.0,447523.0,0.18,0.51,A,3,A3
233,06095,6095,Solano County,CA,2,Metro,81567,453491,9,939348.0,1411672.0,329604.0,2680624.0,0.18,0.35,A,2,A2
1618,30041,30041,Hill County,MT,11,Nonmetro,2937,16309,4,49049.0,73758.0,67428.0,190235.0,0.18,0.258,A,1,A1
3052,55009,55009,Brown County,WI,2,Metro,48459,268740,25,711256.0,1500232.0,1851348.0,4062836.0,0.18,0.175,A,1,A1
1775,34003,34003,Bergen County,NJ,1,Metro,172405,955732,73,2790598.0,4051338.0,851110.0,7693046.0,0.18,0.363,A,2,A2
3095,55093,55093,Pierce County,WI,1,Metro,7582,42212,1,148958.0,95004.0,71292.0,315254.0,0.18,0.473,A,3,A3
317,10003,10003,New Castle County,DE,1,Metro,102889,570719,42,2207469.0,3908849.0,1022637.0,7138955.0,0.18,0.309,A,1,A1
1930,37081,37081,Guilford County,NC,2,Metro,97464,541299,49,2521859.0,3654479.0,1208504.0,7384842.0,0.18,0.341,A,2,A2
1365,27103,27103,Nicollet County,MN,2,Metro,6197,34454,1,109942.0,79706.0,110411.0,300059.0,0.18,0.366,A,2,A2
1318,27009,27009,Benton County,MN,2,Metro,7430,41379,5,145686.0,92976.0,170321.0,408983.0,0.18,0.356,A,2,A2
2755,48465,48465,Val Verde County,TX,8,Nonmetro,8588,47586,2,202981.0,217093.0,20233.0,440307.0,0.18,0.461,A,3,A3
2073,39061,39061,Hamilton County,OH,1,Metro,149681,830639,81,3576862.0,4883458.0,2077286.0,10537606.0,0.18,0.339,A,2,A2
41,01083,1083,Limestone County,AL,2,Metro,18641,103570,11,532880.0,376746.0,466706.0,1376332.0,0.18,0.387,A,2,A2
1997,38015,38015,Burleigh County,ND,2,Metro,17736,98458,14,343138.0,687466.0,236435.0,1267039.0,0.18,0.271,A,1,A1
553,16005,16005,Bannock County,ID,2,Metro,15619,87018,11,316889.0,250538.0,204656.0,772083.0,0.179,0.41,A,2,A2
1819,35045,35045,San Juan County,NM,2,Metro,21728,121661,11,304778.0,526055.0,297501.0,1128334.0,0.179,0.27,A,1,A1
2777,49001,49001,Beaver County,UT,9,Nonmetro,1264,7072,1,19687.0,10080.0,164098.0,193865.0,0.179,0.102,A,1,A1
1461,28121,28121,Rankin County,MS,2,Metro,28152,157031,25,792639.0,641773.0,881906.0,2316318.0,0.179,0.342,A,2,A2
236,06101,6101,Sutter County,CA,2,Metro,17821,99633,2,242165.0,173145.0,154539.0,569849.0,0.179,0.425,A,2,A2
2389,46057,46057,Hamlin County,SD,10,Nonmetro,1101,6164,0,30159.0,15077.0,25071.0,70307.0,0.179,0.429,A,2,A2
1386,27145,27145,Stearns County,MN,2,Metro,28309,158292,19,531738.0,627383.0,658320.0,1817441.0,0.179,0.293,A,1,A1
2771,48497,48497,Wise County,TX,1,Metro,12281,68632,7,359535.0,210201.0,284385.0,854121.0,0.179,0.421,A,2,A2
3092,55087,55087,Outagamie County,WI,2,Metro,34198,190705,20,575024.0,680403.0,859737.0,2115164.0,0.179,0.272,A,1,A1
509,13249,13249,Schley County,GA,5,Nonmetro,812,4547,0,30097.0,11807.0,62990.0,104894.0,0.179,0.287,A,1,A1
1677,31047,31047,Dawson County,NE,8,Nonmetro,4323,24111,2,139220.0,64935.0,126937.0,331092.0,0.179,0.42,A,2,A2
3140,56041,56041,Uinta County,WY,8,Nonmetro,3662,20450,5,64166.0,70838.0,256223.0,391227.0,0.179,0.164,A,1,A1
518,13267,13267,Tattnall County,GA,6,Nonmetro,4099,22842,3,128096.0,43702.0,61014.0,232812.0,0.179,0.55,A,3,A3
2793,49033,49033,Rich County,UT,7,Nonmetro,450,2510,0,5916.0,4947.0,3777.0,14640.0,0.179,0.404,A,2,A2
1574,29183,29183,St. Charles County,MO,1,Metro,72046,405262,48,1708181.0,1446076.0,456322.0,3610579.0,0.178,0.473,A,3,A3
343,12049,12049,Hardee County,FL,3,Nonmetro,4506,25327,2,108277.0,46429.0,64641.0,219347.0,0.178,0.494,A,3,A3
1300,26139,26139,Ottawa County,MI,2,Metro,52783,296200,25,680438.0,960380.0,1546045.0,3186863.0,0.178,0.214,A,1,A1
285,08081,8081,Moffat County,CO,8,Nonmetro,2368,13292,2,47034.0,41356.0,59260.0,147650.0,0.178,0.319,A,2,A2
2403,46085,46085,Lyman County,SD,10,Nonmetro,662,3718,0,17580.0,14547.0,9361.0,41488.0,0.178,0.424,A,2,A2
3055,55015,55015,Calumet County,WI,2,Metro,9320,52442,4,148928.0,110241.0,157063.0,416232.0,0.178,0.358,A,2,A2
3077,55059,55059,Kenosha County,WI,1,Metro,30041,169151,17,512341.0,999993.0,268457.0,1780791.0,0.178,0.288,A,1,A1
1539,29113,29113,Lincoln County,MO,1,Metro,10589,59574,4,289697.0,110405.0,60841.0,460943.0,0.178,0.628,A,3,A3
2956,53005,53005,Benton County,WA,2,Metro,36829,206873,21,1052995.0,1132405.0,1052238.0,3237638.0,0.178,0.325,A,2,A2
1264,26067,26067,Ionia County,MI,5,Nonmetro,11813,66804,7,187229.0,141604.0,93588.0,422421.0,0.177,0.443,A,3,A3
455,13139,13139,Hall County,GA,2,Metro,36029,203136,24,879051.0,761582.0,860037.0,2500670.0,0.177,0.352,A,2,A2
88,02220,2220,Sitka City and Borough,AK,11,Nonmetro,1497,8458,1,25914.0,0.0,62.0,25976.0,0.177,0.998,A,3,A3
321,12003,12003,Baker County,FL,1,Metro,4995,28259,3,138989.0,49421.0,14512.0,202922.0,0.177,0.685,A,3,A3
2862,51087,51087,Henrico County,VA,1,Metro,59263,334389,41,1662992.0,2731933.0,160453.0,4555378.0,0.177,0.365,A,2,A2
885,19193,19193,Woodbury County,IA,2,Metro,18789,105941,12,379276.0,267991.0,777380.0,1424647.0,0.177,0.266,A,1,A1
1421,28041,28041,Greene County,MS,7,Nonmetro,2401,13530,0,63045.0,19618.0,11942.0,94605.0,0.177,0.666,A,3,A3
2753,48461,48461,Upton County,TX,7,Nonmetro,587,3308,1,19286.0,25488.0,104341.0,149115.0,0.177,0.129,A,1,A1
1887,36119,36119,Westchester County,NY,1,Metro,178180,1004457,29,2542681.0,3722939.0,291517.0,6557137.0,0.177,0.388,A,2,A2
1196,24009,24009,Calvert County,MD,1,Metro,16436,92783,9,486559.0,248264.0,19906.0,754729.0,0.177,0.645,A,3,A3
2163,40065,40065,Jackson County,OK,8,Nonmetro,4386,24785,2,142632.0,111640.0,81285.0,335557.0,0.177,0.425,A,2,A2
737,18081,18081,Johnson County,IN,1,Metro,28534,161765,18,677599.0,507000.0,207468.0,1392067.0,0.176,0.487,A,3,A3
582,16063,16063,Lincoln County,ID,8,Nonmetro,900,5127,0,23440.0,9629.0,46786.0,79855.0,0.176,0.294,A,1,A1
1530,29095,29095,Jackson County,MO,1,Metro,126047,717204,59,3021070.0,5165189.0,991977.0,9178236.0,0.176,0.329,A,2,A2
698,18003,18003,Allen County,IN,2,Metro,67995,385410,40,1444417.0,1689188.0,1747559.0,4881164.0,0.176,0.296,A,1,A1
2620,48195,48195,Hansford County,TX,9,Nonmetro,928,5285,0,22912.0,55998.0,96621.0,175531.0,0.176,0.131,A,1,A1
1379,27131,27131,Rice County,MN,3,Nonmetro,11815,67097,6,208938.0,196591.0,176455.0,581984.0,0.176,0.359,A,2,A2
362,12086,12086,Miami-Dade County,FL,1,Metro,476160,2701767,267,12199521.0,14229392.0,2917374.0,29346287.0,0.176,0.416,A,2,A2
1366,27105,27105,Nobles County,MN,8,Nonmetro,3915,22290,4,123070.0,168403.0,145602.0,437075.0,0.176,0.282,A,1,A1
2649,48253,48253,Jones County,TX,2,Metro,3470,19663,1,78570.0,68679.0,117166.0,264415.0,0.176,0.297,A,1,A1
2051,39017,39017,Butler County,OH,1,Metro,68400,390357,33,1728972.0,1774528.0,1200735.0,4704235.0,0.175,0.368,A,2,A2
1984,37189,37189,Watauga County,NC,8,Nonmetro,9489,54086,9,202594.0,178382.0,66864.0,447840.0,0.175,0.452,A,3,A3
1157,22089,22089,St. Charles Parish,LA,1,Metro,9177,52549,5,292503.0,264805.0,1611812.0,2169120.0,0.175,0.135,A,1,A1
1729,31151,31151,Saline County,NE,6,Nonmetro,2497,14292,1,119037.0,9222.0,115462.0,243721.0,0.175,0.488,A,3,A3
2743,48441,48441,Taylor County,TX,2,Metro,25119,143208,14,601156.0,1005161.0,593174.0,2199491.0,0.175,0.273,A,1,A1
293,08097,8097,Pitkin County,CO,8,Nonmetro,3044,17358,0,61842.0,160751.0,77592.0,300185.0,0.175,0.206,A,1,A1
288,08087,8087,Morgan County,CO,3,Nonmetro,5104,29111,4,119184.0,193198.0,178622.0,491004.0,0.175,0.243,A,1,A1
2408,46095,46095,Mellette County,SD,12,Nonmetro,335,1918,0,9213.0,2554.0,5692.0,17459.0,0.175,0.528,A,3,A3
95,02290,2290,Yukon-Koyukuk Census Area,AK,12,Nonmetro,937,5343,0,11757.0,0.0,200649.0,212406.0,0.175,0.055,A,1,A1
2207,40153,40153,Woodward County,OK,8,Nonmetro,3581,20470,4,112867.0,118847.0,409976.0,641690.0,0.175,0.176,A,1,A1
357,12077,12077,Liberty County,FL,7,Nonmetro,1393,7974,0,36836.0,20149.0,42149.0,99134.0,0.175,0.372,A,2,A2
394,13015,13015,Bartow County,GA,1,Metro,19029,108901,13,552178.0,451380.0,1140688.0,2144246.0,0.175,0.258,A,1,A1
1267,26073,26073,Isabella County,MI,5,Nonmetro,11276,64394,9,193550.0,219316.0,122529.0,535395.0,0.175,0.362,A,2,A2
44,01089,1089,Madison County,AL,2,Metro,67832,388153,65,2189561.0,2166169.0,1199531.0,5555261.0,0.175,0.394,A,2,A2
2840,51041,51041,Chesterfield County,VA,1,Metro,63840,364548,34,1787478.0,1976280.0,899595.0,4663353.0,0.175,0.383,A,2,A2
1850,36045,36045,Jefferson County,NY,2,Metro,20415,116721,5,170742.0,206397.0,176185.0,553324.0,0.175,0.309,A,1,A1
2664,48283,48283,La Salle County,TX,6,Nonmetro,1163,6664,0,27509.0,22009.0,32101.0,81619.0,0.175,0.337,A,2,A2
378,12117,12117,Seminole County,FL,1,Metro,82312,470856,76,2369716.0,2117156.0,423114.0,4909986.0,0.175,0.483,A,3,A3
2796,49039,49039,Sanpete County,UT,6,Nonmetro,4973,28437,4,69559.0,37824.0,128246.0,235629.0,0.175,0.295,A,1,A1
2677,48309,48309,McLennan County,TX,2,Metro,45277,260579,22,1192892.0,1080404.0,837378.0,3110674.0,0.174,0.383,A,2,A2
192,06013,6013,Contra Costa County,CA,1,Metro,202617,1165927,24,2633615.0,2462782.0,959797.0,6056194.0,0.174,0.435,A,2,A2
1445,28089,28089,Madison County,MS,2,Metro,19030,109145,17,553752.0,528220.0,192872.0,1274844.0,0.174,0.434,A,2,A2
191,06011,6011,Colusa County,CA,4,Nonmetro,3794,21839,1,49424.0,31169.0,76663.0,157256.0,0.174,0.314,A,1,A1
227,06083,6083,Santa Barbara County,CA,2,Metro,78039,448229,9,698779.0,1174039.0,545225.0,2418043.0,0.174,0.289,A,1,A1
1051,21117,21117,Kenton County,KY,1,Metro,29468,169064,15,722195.0,773678.0,109842.0,1605715.0,0.174,0.45,A,3,A3
2738,48431,48431,Sterling County,TX,7,Nonmetro,239,1372,0,6963.0,8141.0,24948.0,40052.0,0.174,0.174,A,1,A1
2730,48415,48415,Scurry County,TX,8,Nonmetro,2953,16932,2,84631.0,85951.0,148739.0,319321.0,0.174,0.265,A,1,A1
411,13051,13051,Chatham County,GA,2,Metro,51287,295291,42,1465798.0,2034716.0,562426.0,4062940.0,0.174,0.361,A,2,A2
1798,35006,35006,Cibola County,NM,5,Nonmetro,4732,27172,5,60629.0,13999.0,45812.0,120440.0,0.174,0.503,A,3,A3
58,01117,1117,Shelby County,AL,1,Metro,38904,223024,44,1146887.0,875839.0,546342.0,2569068.0,0.174,0.446,A,3,A3
974,20173,20173,Sedgwick County,KS,2,Metro,91168,523824,61,2052975.0,2840557.0,1320895.0,6214427.0,0.174,0.33,A,2,A2
2333,45035,45035,Dorchester County,SC,2,Metro,28047,161540,13,715210.0,433781.0,375526.0,1524517.0,0.174,0.469,A,3,A3
410,13049,13049,Charlton County,GA,4,Nonmetro,2173,12518,3,54866.0,36922.0,6055.0,97843.0,0.174,0.561,A,3,A3
1395,27163,27163,Washington County,MN,1,Metro,46525,267568,25,860650.0,735721.0,1246331.0,2842702.0,0.174,0.303,A,1,A1
2745,48445,48445,Terry County,TX,6,Nonmetro,2041,11831,2,44313.0,127240.0,69937.0,241490.0,0.173,0.183,A,1,A1
2135,40009,40009,Beckham County,OK,8,Nonmetro,3866,22410,6,115376.0,104664.0,108788.0,328828.0,0.173,0.351,A,2,A2
697,18001,18001,Adams County,IN,5,Nonmetro,6206,35809,4,155017.0,92283.0,390556.0,637856.0,0.173,0.243,A,1,A1
2700,48355,48355,Nueces County,TX,2,Metro,61041,353178,32,1849726.0,2716903.0,1186847.0,5753476.0,0.173,0.321,A,2,A2
1418,28035,28035,Forrest County,MS,2,Metro,13494,78158,9,386432.0,520391.0,207377.0,1114200.0,0.173,0.347,A,2,A2
2361,45091,45091,York County,SC,1,Metro,48799,282090,37,1353872.0,875030.0,884054.0,3112956.0,0.173,0.435,A,2,A2
599,17009,17009,Brown County,IL,10,Nonmetro,1082,6244,1,25197.0,21278.0,29924.0,76399.0,0.173,0.33,A,2,A2
564,16027,16027,Canyon County,ID,2,Metro,39970,231105,21,811678.0,574175.0,765582.0,2151435.0,0.173,0.377,A,2,A2
94,02282,2282,Yakutat City and Borough,AK,12,Nonmetro,114,662,0,1249.0,0.0,0.0,1249.0,0.172,1.0,A,3,A3
2202,40143,40143,Tulsa County,OK,2,Metro,115010,669279,92,3003996.0,5070197.0,3810203.0,11884396.0,0.172,0.253,A,1,A1
2648,48251,48251,Johnson County,TX,1,Metro,30934,179927,17,812805.0,713968.0,543518.0,2070291.0,0.172,0.393,A,2,A2
939,20103,20103,Leavenworth County,KS,1,Metro,14054,81881,7,305398.0,252506.0,74031.0,631935.0,0.172,0.483,A,3,A3
650,17111,17111,McHenry County,IL,1,Metro,53498,310229,34,943241.0,656118.0,832171.0,2431530.0,0.172,0.388,A,2,A2
551,16001,16001,Ada County,ID,2,Metro,85196,494967,61,1594940.0,1914459.0,890827.0,4400226.0,0.172,0.362,A,2,A2
126,05031,5031,Craighead County,AR,2,Metro,19082,111231,23,509809.0,437719.0,249553.0,1197081.0,0.172,0.426,A,2,A2
269,08049,8049,Grand County,CO,10,Nonmetro,2696,15717,2,51978.0,72673.0,78338.0,202989.0,0.172,0.256,A,1,A1
616,17043,17043,DuPage County,IL,1,Metro,159999,932877,100,2736785.0,4749717.0,2048478.0,9534980.0,0.172,0.287,A,1,A1
2609,48173,48173,Glasscock County,TX,5,Nonmetro,192,1116,0,7183.0,3763.0,43162.0,54108.0,0.172,0.133,A,1,A1
492,13215,13215,Muscogee County,GA,2,Metro,35614,206922,26,957376.0,1121943.0,483328.0,2562647.0,0.172,0.374,A,2,A2
626,17063,17063,Grundy County,IL,1,Metro,8974,52533,3,171817.0,487500.0,230422.0,889739.0,0.171,0.193,A,1,A1
1216,24510,24510,Baltimore city,MD,1,Metro,99916,585708,20,2292197.0,4266603.0,665781.0,7224581.0,0.171,0.317,A,1,A1
325,12011,12011,Broward County,FL,1,Metro,331981,1944375,238,9562806.0,10050337.0,753222.0,20366365.0,0.171,0.47,A,3,A3
556,16011,16011,Bingham County,ID,5,Nonmetro,8198,47992,6,191018.0,78083.0,340250.0,609351.0,0.171,0.313,A,1,A1
1320,27013,27013,Blue Earth County,MN,2,Metro,11817,69112,10,204269.0,276840.0,184119.0,665228.0,0.171,0.307,A,1,A1
1263,26065,26065,Ingham County,MI,2,Metro,48726,284900,32,829401.0,1368406.0,256134.0,2453941.0,0.171,0.338,A,2,A2
508,13247,13247,Rockdale County,GA,1,Metro,16016,93570,8,390923.0,474911.0,675001.0,1540835.0,0.171,0.254,A,1,A1
3103,55109,55109,St. Croix County,WI,1,Metro,15965,93536,6,317175.0,364794.0,216827.0,898796.0,0.171,0.353,A,2,A2
223,06075,6075,San Francisco County,CA,1,Metro,149327,873965,11,1326629.0,4236898.0,153771.0,5717298.0,0.171,0.232,A,1,A1
716,18039,18039,Elkhart County,IN,2,Metro,35116,207047,19,638894.0,935463.0,3226625.0,4800982.0,0.17,0.133,A,1,A1
2617,48189,48189,Hale County,TX,5,Nonmetro,5518,32522,3,126469.0,402747.0,117322.0,646538.0,0.17,0.196,A,1,A1
799,19021,19021,Buena Vista County,IA,8,Nonmetro,3539,20823,3,81866.0,40027.0,205714.0,327607.0,0.17,0.25,A,1,A1
1753,32013,32013,Humboldt County,NV,8,Nonmetro,2936,17285,2,55824.0,49665.0,1055575.0,1161064.0,0.17,0.048,A,1,A1
298,08107,8107,Routt County,CO,8,Nonmetro,4231,24829,5,95953.0,147793.0,73114.0,316860.0,0.17,0.303,A,1,A1
2047,39009,39009,Athens County,OH,3,Nonmetro,10627,62431,7,277919.0,162781.0,64710.0,505410.0,0.17,0.55,A,3,A3
420,13069,13069,Coffee County,GA,8,Nonmetro,7331,43092,8,218889.0,145099.0,319010.0,682998.0,0.17,0.32,A,2,A2
494,13219,13219,Oconee County,GA,2,Metro,7091,41799,4,202438.0,134739.0,25969.0,363146.0,0.17,0.557,A,3,A3
1784,34021,34021,Mercer County,NJ,2,Metro,65913,387340,33,1039322.0,1867704.0,173432.0,3080458.0,0.17,0.337,A,2,A2
1639,30083,30083,Richland County,MT,9,Nonmetro,1959,11491,1,45280.0,49373.0,112799.0,207452.0,0.17,0.218,A,1,A1
872,19167,19167,Sioux County,IA,11,Nonmetro,6088,35872,2,151485.0,60657.0,380337.0,592479.0,0.17,0.256,A,1,A1
334,12031,12031,Duval County,FL,1,Metro,168424,995567,129,4692718.0,4119959.0,1044741.0,9857418.0,0.169,0.476,A,3,A3
1858,36061,36061,New York County,NY,1,Metro,286762,1694251,28,3031650.0,10127265.0,399194.0,13558109.0,0.169,0.224,A,1,A1
